card_id,player_class,type,name,set,text,cost,attack,health,rarity,collectible,flavor,race,how_to_earn,how_to_earn_golden,targeting_arrow_text,faction,durability
XXX_107,NEUTRAL,SPELL,Set Health to 1,CHEAT,"Set a character's health to 1, and remove all armour.",0.0,,,COMMON,,,,,,,,
OG_158e,NEUTRAL,ENCHANTMENT,Secrets of the Cult,OG,+1/+1.,,,,,,,,,,,,
GVG_094,NEUTRAL,MINION,Jeeves,GVG,"At the end of each player's turn, that player draws until they have 3 cards.",4.0,1.0,4.0,RARE,1.0,"This robot is a lean, mean, butlerin' machine.",MECHANICAL,,,,,
OG_311,PALADIN,SPELL,A Light in the Darkness,OG,"<b>Discover</b> a minion.
Give it +1/+1.",2.0,,,COMMON,1.0,"Wait, how can you have a light in the dark?  If you turn on a light while it’s dark, doesn’t that mean it’s no longer dark?",,,,,,
GVG_082,NEUTRAL,MINION,Clockwork Gnome,GVG,<b>Deathrattle:</b> Add a <b>Spare Part</b> card to your hand.,1.0,2.0,1.0,COMMON,1.0,Clockwork gnomes are always asking what time it is.,MECHANICAL,,,,,
BRM_024,NEUTRAL,MINION,Drakonid Crusher,BRM,"<b>Battlecry:</b> If your opponent has 15 or less Health, gain +3/+3.",6.0,6.0,6.0,COMMON,1.0,"Drakonids were created to have all the bad parts of a dragon in the form of a humanoid. But, like, why?",DRAGON,"Unlocked in Hidden Laboratory, in the Blackrock Mountain adventure.","Crafting unlocked in Hidden Laboratory, in the Blackrock Mountain adventure.",,,
CS2_131,NEUTRAL,MINION,Stormwind Knight,CORE,<b>Charge</b>,4.0,2.0,5.0,COMMON,1.0,"They're still embarrassed about ""The Deathwing Incident"".",,,Unlocked at Paladin Level 55.,,ALLIANCE,
GVG_024,ROGUE,WEAPON,Cogmaster's Wrench,GVG,Has +2 Attack while you have a Mech.,3.0,1.0,,EPIC,1.0,For tightening cogs and smashin' troggs!,,,,,,3.0
GVG_081,NEUTRAL,MINION,Gilblin Stalker,GVG,<b>Stealth</b>,2.0,2.0,3.0,COMMON,1.0,"""Shhh, I think I hear something.""
""Ah, it's probably nothing."" - Every Henchman",,,,,,
EX1_399,NEUTRAL,MINION,Gurubashi Berserker,CORE,"Whenever this minion takes damage, gain +3 Attack.",5.0,2.0,7.0,COMMON,1.0,"No Pain, No Gain.",,,Unlocked at Warlock Level 57.,,,
CFM_809,NEUTRAL,MINION,Tanaris Hogchopper,GANGS,"[x]<b>Battlecry:</b> If your opponent's
hand is empty, gain <b>Charge</b>.",4.0,4.0,4.0,COMMON,1.0,"The Hogchoppers are well-known throughout Kalimdor for being a real, actual group.",,,,,,
CS2_009e,DRUID,ENCHANTMENT,Mark of the Wild,CORE,+2/+2 and <b>Taunt</b>.,,,,,,,,,,,,
OG_290,NEUTRAL,MINION,Ancient Harbinger,OG,"At the start of your turn, put a 10-Cost minion from your deck into your hand.",6.0,4.0,6.0,EPIC,1.0,"""honey, can u run down to the store and pick up some 10 cost minions? thx""",,,,,,
NEW1_038o,NEUTRAL,ENCHANTMENT,Growth,EXPERT1,Gruul is growing...,,,,,,,,,,,,
KAR_025b,WARLOCK,MINION,Broom,KARA,,2.0,2.0,2.0,,,,,,,,,
CRED_34,NEUTRAL,MINION,Max Ma,CREDITS,Can only be played on a mobile device.,3.0,6.0,3.0,LEGENDARY,,,,,,,,
NAX6_02H,NEUTRAL,HERO_POWER,Necrotic Aura,NAXX,"<b>Hero Power</b>
Deal 3 damage to the enemy hero.",0.0,,,,,,,,,,,
TB_SPT_DPromoSecret2,WARRIOR,SPELL,Visions of the Crusader,TB,"<b>Secret:</b> When your opponent summons a minion with <b>Taunt</b>, change all minions'
attacks to 1.",2.0,,,,,,,,,,,
OG_086,MAGE,SPELL,Forbidden Flame,OG,Spend all your Mana. Deal that much damage to a minion.,0.0,,,EPIC,1.0,WARNING: This flame is not to be used unless you are a licensed acolyte of the Old Gods.,,,,,,
KARA_13_23,NEUTRAL,MINION,Romulo,TB,"At the end of your turn, restore 3 health to your hero.",5.0,3.0,4.0,,,,,,,,,
NEW1_009,SHAMAN,MINION,Healing Totem,CORE,"At the end of your turn, restore 1 Health to all friendly minions.",1.0,0.0,2.0,FREE,,,TOTEM,,,,,
BRM_020e,NEUTRAL,ENCHANTMENT,Draconic Power,BRM,Increased stats.,,,,,,,,,,,,
CFM_668t,NEUTRAL,MINION,Doppelgangster,GANGS,<b>Battlecry:</b> Summon 2 copies of this minion.,5.0,2.0,2.0,RARE,,,,,,,,
GVG_032a,DRUID,SPELL,Gift of Mana,GVG,Give each player a Mana Crystal.,0.0,,,,,,,,,,,
BRM_033e,NEUTRAL,ENCHANTMENT,Dragon Blood,BRM,+1/+1,,,,,,,,,,,,
EX1_610,HUNTER,SPELL,Explosive Trap,EXPERT1,"<b>Secret:</b> When your hero is attacked, deal $2 damage to all enemies.",2.0,,,COMMON,1.0,It traps your food AND cooks it for you!,,,,,,
CS2_041e,SHAMAN,ENCHANTMENT,Ancestral Infusion,CORE,Taunt.,,,,,,,,,,,,
AT_095,NEUTRAL,MINION,Silent Knight,TGT,"<b>Stealth</b>
<b>Divine Shield</b>",3.0,2.0,2.0,COMMON,1.0,He used to be a librarian.  Old habits die hard.,,,,,,
CS1_129,PRIEST,SPELL,Inner Fire,EXPERT1,Change a minion's Attack to be equal to its Health.,1.0,,,COMMON,1.0,Good idea: Buffing your minions.  Bad idea: Starting a conversation in the Barrens.,,,,,,
TB_SPT_DPromoEnch3,NEUTRAL,ENCHANTMENT,Shield Glare,TB,Attack changed to 1.,,,,,,,,,,,,
EX1_362,PALADIN,MINION,Argent Protector,EXPERT1,<b>Battlecry:</b> Give a friendly minion <b>Divine Shield</b>.,2.0,2.0,2.0,COMMON,1.0,"""I'm not saying you can dodge fireballs.  I'm saying with this shield, you won't have to.""",,,,Give <b>Divine Shield</b>.,,
KAR_004,HUNTER,SPELL,Cat Trick,KARA,"<b>Secret:</b> After your opponent casts a spell, summon a 4/2 Panther with <b>Stealth</b>.",2.0,,,RARE,1.0,"""I know some new tricks, a lot of good tricks. I will show them to you. Medivh will not mind at all if I do.""",,"Unlocked in the Menagerie, in One Night in Karazhan.","Crafting unlocked in the Menagerie, in One Night in Karazhan.",,,
CFM_712_t18,NEUTRAL,MINION,Jade Golem,GANGS,,10.0,18.0,18.0,,,,,,,,,
LOEA15_3,NEUTRAL,MINION,Boneraptor,LOE,<b>Battlecry:</b>Take control of your opponent's weapon.,3.0,2.0,2.0,,,,,,,,,
EX1_093,NEUTRAL,MINION,Defender of Argus,EXPERT1,<b>Battlecry:</b> Give adjacent minions +1/+1 and <b>Taunt</b>.,4.0,2.0,3.0,RARE,1.0,You wouldn’t think that Argus would need this much defending.  But it does.,,,,,ALLIANCE,
EX1_598,NEUTRAL,MINION,Imp,EXPERT1,,1.0,1.0,1.0,,,,DEMON,,,,,
KARA_09_05,NEUTRAL,SPELL,Summon Kil'rek,KARA,Summon Kil'rek.,4.0,,,,,,,,,,,
CFM_712_t09,NEUTRAL,MINION,Jade Golem,GANGS,,9.0,9.0,9.0,,,,,,,,,
OG_293f,NEUTRAL,ENCHANTMENT,Dark Guardian,OG,Increased Stats.,,,,,,,,,,,,
EX1_014t,NEUTRAL,SPELL,Bananas,EXPERT1,Give a minion +1/+1.,1.0,,,,,,,,,,,
KAR_044a,NEUTRAL,MINION,Steward,KARA,,1.0,1.0,1.0,,,,,,,,,
OG_026,SHAMAN,MINION,Eternal Sentinel,OG,<b>Battlecry:</b> Unlock your <b>Overloaded</b> Mana Crystals.,2.0,3.0,2.0,EPIC,1.0,Just try to avoid eye contact.,,,,,,
OG_047b,DRUID,SPELL,Evolve Scales,OG,Gain 8 Armor.,0.0,,,COMMON,,,,,,,,
GVG_076,NEUTRAL,MINION,Explosive Sheep,GVG,<b>Deathrattle:</b> Deal 2 damage to all minions.,2.0,1.0,1.0,COMMON,1.0,"How is this supposed to work?  Your enemies think, ""<i>Hey!</i> Cute sheep!"" and run over to cuddle it?",MECHANICAL,,,,,
LOEA15_1H,NEUTRAL,HERO,Rafaam,LOE,,,,30.0,,,,,,,,,
KAR_026,WARRIOR,SPELL,Protect the King!,KARA,"For each enemy minion, summon a 1/1 Pawn with <b>Taunt</b>.",3.0,,,RARE,1.0,Form ranks! Everyone into the King's Tuskarr Defense!,,"Unlocked in the Parlor, in One Night in Karazhan.","Crafting unlocked in the Parlor, in One Night in Karazhan.",,,
KAR_A02_06e2,NEUTRAL,ENCHANTMENT,Filled Up,KARA,+2/+2.,,,,,,,,,,,,
TB_CoOpv3_011,NEUTRAL,SPELL,Don't Push Me!,TB,He's getting angry....,0.0,,,,,,,,,,,
KARA_08_05H,NEUTRAL,SPELL,Terrifying Roar,KARA,Return an enemy minion to your opponent's hand.,2.0,,,,,,,,,,,
EX1_tk9,DRUID,MINION,Treant,EXPERT1,,2.0,2.0,2.0,COMMON,,,,,,,,
LOEA16_4,NEUTRAL,SPELL,Timepiece of Horror,LOE,Deal $10 damage randomly split among all enemies.,10.0,,,,,,,,,,,
CFM_753e,NEUTRAL,ENCHANTMENT,Smuggling,GANGS,+1/+1 from Grimestreet Outfitter.,,,,,,,,,,,,
EX1_625t,PRIEST,HERO_POWER,Mind Spike,EXPERT1,"<b>Hero Power</b>
Deal $2 damage.",2.0,,,,,,,,,,,
TB_SPT_DPromoCrate3,NEUTRAL,MINION,Chest of Gold!,TB,<b>Deathrattle:</b> Current turn player gains gold!,1.0,0.0,4.0,,,,,,,,,
EX1_170,NEUTRAL,MINION,Emperor Cobra,EXPERT1,Destroy any minion damaged by this minion.,3.0,2.0,3.0,RARE,1.0,"The Sholazar Basin is home to a lot of really horrible things. If you're going to visit, wear bug spray.  And plate armor.",BEAST,,,,,
CFM_759,PALADIN,MINION,Meanstreet Marshal,GANGS,"<b>Deathrattle:</b> If this minion has 2 or more Attack, draw a card.",1.0,1.0,2.0,EPIC,1.0,"Remember, submit your bribes directly to the Marshal - it's the law!",,,,,,
LOEA05_01,NEUTRAL,HERO,Chieftain Scarvash,LOE,,,,30.0,,,,,,,,,
KARA_04_01,NEUTRAL,MINION,Dorothee,KARA,Minions to the left have <b>Charge</b>. Minions to the right have <b>Taunt</b>.,4.0,0.0,10.0,,,,,,,,,
OG_291e,NEUTRAL,ENCHANTMENT,Flickering Darkness,OG,Shadowcaster made this 1/1.,,,,,,,,,,,,
CFM_621t22,NEUTRAL,SPELL,Kingsblood,GANGS,Draw 2 cards.,5.0,,,,,,,,,,,
KARA_09_03a,NEUTRAL,MINION,Icky Imp,KARA,<b>Deathrattle:</b> Resummon this minion and Illhoof loses 2 Health.,1.0,1.0,1.0,,,,DEMON,,,,,
GVG_036,SHAMAN,WEAPON,Powermace,GVG,<b>Deathrattle:</b> Give a random friendly Mech +2/+2.,3.0,3.0,,RARE,1.0,"People assume that shamans control the elements, but really, they have to ask them stuff and the elements are like, ""Yeah ok, sure.""",,,,,,2.0
CS2_033,MAGE,MINION,Water Elemental,CORE,<b>Freeze</b> any character damaged by this minion.,4.0,3.0,6.0,COMMON,1.0,Don't summon a water elemental at a party.  It'll dampen the mood.,,Unlocked at Level 8.,Unlocked at Level 49.,,,
BRM_010,DRUID,MINION,Druid of the Flame,BRM,<b>Choose One -</b> Transform into a 5/2 minion; or a 2/5 minion.,3.0,2.0,2.0,COMMON,1.0,Druids who fought too long in Northrend were easily seduced by Ragnaros; a mug of hot chocolate was generally all it took.,,"Unlocked in Molten Core, in the Blackrock Mountain adventure.","Crafting unlocked in Molten Core, in the Blackrock Mountain adventure.",,,
AT_063t,HUNTER,MINION,Dreadscale,TGT,"At the end of your turn, deal 1 damage to all other minions.",3.0,4.0,2.0,LEGENDARY,1.0,Let's be clear about this:  ACIDMAW is the sidekick.,BEAST,,,,,
EX1_533,HUNTER,SPELL,Misdirection,EXPERT1,"<b>Secret:</b> When an enemy attacks your hero, instead it attacks another random character.",2.0,,,RARE,1.0,Sometimes it's as simple as putting on a fake mustache and pointing at someone else.,,,,,,
FP1_025,SHAMAN,SPELL,Reincarnate,NAXX,"Destroy a minion, then return it to life with full Health.",2.0,,,COMMON,1.0,"It's like birth, except you're an adult and you were just dead a second ago.",,"Unlocked in The Military Quarter, in the Naxxramas adventure.","Crafting unlocked in The Military Quarter, in the Naxxramas adventure.",,,
BRMA14_1H,NEUTRAL,HERO,Omnotron Defense System,BRM,,,,30.0,,,,,,,,,
CS2_032,MAGE,SPELL,Flamestrike,CORE,Deal $4 damage to all enemy minions.,7.0,,,COMMON,1.0,"When the ground is on fire, you should <i>not</i> stop, drop, and roll.",,Unlocked at Level 10.,Unlocked at Level 51.,,,
EX1_080,NEUTRAL,MINION,Secretkeeper,EXPERT1,"Whenever a <b>Secret</b> is played, gain +1/+1.",1.0,1.0,2.0,RARE,1.0,She promises not to tell anyone about that thing you did last night with that one person.,,,,,ALLIANCE,
CS2_188,NEUTRAL,MINION,Abusive Sergeant,EXPERT1,<b>Battlecry:</b> Give a minion +2 Attack this turn.,1.0,1.0,1.0,COMMON,1.0,"ADD ME TO YOUR DECK, MAGGOT!",,,,Grant +2 Attack.,ALLIANCE,
LOEA09_10,NEUTRAL,MINION,Hungry Naga,LOE,,2.0,2.0,1.0,,,,,,,,,
CS2_038,SHAMAN,SPELL,Ancestral Spirit,EXPERT1,"Give a minion ""<b>Deathrattle:</b> Resummon this minion.""",2.0,,,RARE,1.0,It was just a flesh wound.,,,,,,
CFM_691,ROGUE,MINION,Jade Swarmer,GANGS,"<b>Stealth</b>
<b>Deathrattle:</b> Summon a{1} {0} <b>Jade Golem</b>.",2.0,1.0,1.0,COMMON,1.0,"He's so good at swarming, he can swarm all by himself!",,,,,,
EX1_105,NEUTRAL,MINION,Mountain Giant,EXPERT1,Costs (1) less for each other card in your hand.,12.0,8.0,8.0,EPIC,1.0,His mother said that he was just big boned.,,,,,,
KARA_11_02,NEUTRAL,HERO_POWER,Manastorm,KARA,"<b>Passive Hero Power</b>
Players start with 10 Mana Crystals.",0.0,,,,,,,,,,,
CFM_065,MAGE,SPELL,Volcanic Potion,GANGS,Deal $2 damage to all minions.,3.0,,,RARE,1.0,The secret ingredient in Kazakus's award-winning chili recipe.,,,,,,
EX1_594,MAGE,SPELL,Vaporize,EXPERT1,"<b>Secret:</b> When a minion attacks your hero, destroy it.",3.0,,,RARE,1.0,Rumor has it that Deathwing brought about the Cataclysm after losing a game to this card.  We may never know the truth.,,,,,,
CS2_074e,NEUTRAL,ENCHANTMENT,Deadly Poison,CORE,+2 Attack.,,,,,,,,,,,,
TU4d_001,HUNTER,HERO,Hemet Nesingwary,MISSIONS,,,,20.0,COMMON,,,,,,,,
XXX_059,NEUTRAL,SPELL,Destroy Hero's Stuff,CHEAT,"Destroy target hero's hero power, weapon, deck, hand, minions, and secrets.",0.0,,,,,,,,,,,
GVG_074,NEUTRAL,MINION,Kezan Mystic,GVG,<b>Battlecry:</b> Take control of a random enemy <b>Secret</b>.,4.0,4.0,3.0,RARE,1.0,"They pretend to be wise and enlightened, but they mostly just hate to be left out of a secret.",,,,,,
EX1_371,PALADIN,SPELL,Hand of Protection,CORE,Give a minion <b>Divine Shield</b>.,1.0,,,FREE,1.0,"This spell has been renamed so many times, even paladins don’t know what it should be called anymore.",,Unlocked at Level 1.,Unlocked at Level 23.,,,
EX1_178ae,DRUID,ENCHANTMENT,Rooted,EXPERT1,+5 Health and <b>Taunt</b>.,,,,,,,,,,,,
LOEA16_10,NEUTRAL,SPELL,Hakkari Blood Goblet,LOE,Transform a minion into a 2/1 Pit Snake.,0.0,,,,,,,,,,,
AT_101,NEUTRAL,MINION,Pit Fighter,TGT,,5.0,5.0,6.0,COMMON,1.0,What did the pits ever do to you?,,,,,,
HERO_08,MAGE,HERO,Jaina Proudmoore,CORE,,,,30.0,FREE,1.0,,,,,,,
OG_044,DRUID,MINION,Fandral Staghelm,OG,Your <b>Choose One</b> cards have both effects combined.,4.0,3.0,5.0,LEGENDARY,1.0,"Always manages to mention ""Back when I was creating the World Tree…"" in EVERY conversation. Sheesh! Enough already.",,,,,,
EX1_155a,DRUID,SPELL,Mark of Nature,EXPERT1,+4 Attack.,0.0,,,,,,,,,,,
LOEA04_27,NEUTRAL,MINION,Animated Statue,LOE,You've disturbed the ancient statue...,1.0,10.0,10.0,,,,,,,,,
EX1_366e,PALADIN,ENCHANTMENT,Justice Served,EXPERT1,Has +1/+1.,,,,,,,,,,,,
EX1_613,ROGUE,MINION,Edwin VanCleef,EXPERT1,<b>Combo:</b> Gain +2/+2 for each card played earlier this turn.,3.0,2.0,2.0,LEGENDARY,1.0,"He led the Stonemasons in the reconstruction of Stormwind, and when the nobles refused to pay, he founded the Defias Brotherhood to, well, <i>deconstruct</i> Stormwind.",,,,,,
KAR_A02_01,NEUTRAL,MINION,Plate,KARA,,1.0,1.0,1.0,,,,,,,,,
CRED_13,NEUTRAL,MINION,Brian Schwab,CREDITS,"At the end of your turn, give a random minion +1 Attack.",10.0,10.0,10.0,LEGENDARY,,,,,,,,
GVG_034,DRUID,MINION,Mech-Bear-Cat,GVG,"Whenever this minion takes damage, add a <b>Spare Part</b> card to your hand.",6.0,7.0,6.0,RARE,1.0,Crushes buildings with his BEAR hands.,MECHANICAL,,,,,
BRMC_84,NEUTRAL,MINION,Dragonkin Spellcaster,TB,<b>Battlecry:</b> Summon two 2/2 Whelps.,5.0,4.0,6.0,,,,DRAGON,,,,,
EX1_062,NEUTRAL,MINION,Old Murk-Eye,REWARD,<b>Charge</b>. Has +1 Attack for each other Murloc on the battlefield.,4.0,2.0,4.0,LEGENDARY,1.0,"He's a legend among murlocs.  ""Mrghllghghllghg!"", they say.",MURLOC,Unlocked when you have all the Murlocs from the Classic Set.,Unlocked when you have all the Golden Murlocs from the Expert and Basic Sets.,,,
TB_KTRAF_10,NEUTRAL,MINION,Noth the Plaguebringer,TB,"Whenever an enemy minion dies, summon a 1/1 Skeleton and give your other minions +1/+1.",9.0,2.0,5.0,LEGENDARY,,,,,,,,
AT_089e,NEUTRAL,ENCHANTMENT,Boneguarded,TGT,Increased Health.,,,,,,,,,,,,
TB_015,NEUTRAL,MINION,Pirate,TB,,2.0,2.0,3.0,,,,PIRATE,,,,,
OG_120,MAGE,MINION,Anomalus,OG,<b>Deathrattle:</b> Deal 8 damage to all minions.,8.0,8.0,6.0,LEGENDARY,1.0,"That's short for ""Anomnomnomnomalus"".",,,,,,
CFM_608,WARLOCK,SPELL,Blastcrystal Potion,GANGS,Destroy a minion and one of your Mana Crystals.,4.0,,,COMMON,1.0,"There's a fine line between ""potion"" and ""grenade"". Wait. Actually, there's not.",,,,,,
XXX_060,NEUTRAL,SPELL,Damage All,CHEAT,Set the Health of a character to 0.,0.0,,,,,,,,,,,
KARA_13_12,NEUTRAL,SPELL,Demonic Presence,KARA,"Draw 2 cards.
Gain 10 Armor.",3.0,,,,,,,,,,,
TB_MechWar_Boss2_HeroPower,NEUTRAL,HERO_POWER,Boom Bot Jr.,TB,"<b>Hero Power</b>
Deal 2 damage randomly split among all enemies.",2.0,,,,,,,,,,,
BRM_009,DRUID,MINION,Volcanic Lumberer,BRM,"<b>Taunt</b>
Costs (1) less for each minion that died this turn.",9.0,7.0,8.0,RARE,1.0,"The roots, the roots, the roots is on fire!",,"Unlocked in Blackrock Spire, in the Blackrock Mountain adventure.","Crafting unlocked in Blackrock Spire, in the Blackrock Mountain adventure.",,,
CS2_101_H1_AT_132,PALADIN,HERO_POWER,The Silver Hand,HERO_SKINS,"<b>Hero Power</b>
Summon two 1/1 Recruits.",2.0,,,FREE,,,,,,,,
KAR_A10_09,NEUTRAL,MINION,White Queen,KARA,<b>Auto-Attack:</b> Deal 4 damage to the enemies opposite this minion.,7.0,4.0,6.0,,,,,,,,,
PART_006a,NEUTRAL,ENCHANTMENT,Switched,GVG,Attack and Health have been swapped by Reversing Switch.,,,,,,,,,,,,
CFM_712_t03,NEUTRAL,MINION,Jade Golem,GANGS,,3.0,3.0,3.0,,,,,,,,,
EX1_561e,NEUTRAL,ENCHANTMENT,Alexstrasza's Fire,EXPERT1,Health set to 15.,,,,,,,,,,,,
GVG_101e,PALADIN,ENCHANTMENT,Pure,GVG,Increased Stats.,,,,,,,,,,,,
AT_049,SHAMAN,MINION,Thunder Bluff Valiant,TGT,<b>Inspire:</b> Give your Totems +2 Attack.,5.0,3.0,6.0,RARE,1.0,"Allowing totems to attack is not cheating.  I mean, there isn't anything in the rule books about it.",,,,,,
KAR_A01_02e,NEUTRAL,ENCHANTMENT,Reflection,KARA,1/1.,,,,,,,,,,,,
EX1_154b,DRUID,SPELL,Wrath,EXPERT1,Deal $1 damage to a minion. Draw a card.,0.0,,,,,,,,,,,
CS2_025,MAGE,SPELL,Arcane Explosion,CORE,Deal $1 damage to all enemy minions.,2.0,,,FREE,1.0,This spell is much better than Arcane Implosion.,,Unlocked at Level 1.,Unlocked at Level 28.,,,
KAR_A02_03H,NEUTRAL,MINION,Fork,KARA,Plates have <b>Charge</b>.,2.0,3.0,3.0,,,,,,,,,
CFM_694e,ROGUE,ENCHANTMENT,Trained,GANGS,+2/+2.,,,,,,,,,,,,
EX1_244e,SHAMAN,ENCHANTMENT,Totemic Might,CORE,+2 Health.,,,,,,,,,,,,
XXX_051,NEUTRAL,SPELL,Make Immune,CHEAT,Permanently make a character <b>Immune</b>.,0.0,,,COMMON,,,,,,,,
KAR_A10_02,NEUTRAL,MINION,White Pawn,KARA,<b>Auto-Attack:</b> Deal 1 damage to the enemies opposite this minion.,1.0,1.0,6.0,,,,,,,,,
BRMA03_3H,NEUTRAL,MINION,Moira Bronzebeard,BRM,"Thaurissan's Hero Power can't be used.
Never attacks minions unless they have <b>Taunt</b>.",2.0,3.0,1.0,,,,,,,,,
AT_071,WARRIOR,MINION,Alexstrasza's Champion,TGT,"<b>Battlecry:</b> If you're holding a Dragon, gain +1 Attack and <b>Charge</b>.",2.0,2.0,3.0,RARE,1.0,"""Put more spikes on her.  No, more spikes.  What part of 'more spikes' do you not understand?  MORE SPIKES!"" - Alexstrasza",,,,,,
AT_073,PALADIN,SPELL,Competitive Spirit,TGT,"<b>Secret:</b> When your turn starts, give your minions +1/+1.",1.0,,,RARE,1.0,Competition can be an inspiration to improve oneself.  Or kill all the competitors.,,,,,,
KAR_A02_02,NEUTRAL,WEAPON,Spoon,KARA,,1.0,1.0,,,,,,,,,,3.0
skele11,NEUTRAL,MINION,Skeleton,CORE,<b></b>,1.0,1.0,1.0,COMMON,,,,,,,,
NAX7_01,NEUTRAL,HERO,Instructor Razuvious,NAXX,,,,40.0,,,,,,,,,
EX1_616,NEUTRAL,MINION,Mana Wraith,EXPERT1,ALL minions cost (1) more.,2.0,2.0,2.0,RARE,1.0,"They come out at night to eat leftover mana crystals. ""Mmmmmm,"" they say.",,,,,,
EX1_259,SHAMAN,SPELL,Lightning Storm,EXPERT1,Deal $2-$3 damage to all enemy minions. <b>Overload:</b> (2),3.0,,,RARE,1.0,"An umbrella won't be effective, I'm afraid.",,,,,,
BRMA05_2H,NEUTRAL,HERO_POWER,Ignite Mana,BRM,"<b>Hero Power</b>
Deal 10 damage to the enemy hero if they have any unspent Mana.",0.0,,,,,,,,,,,
KARA_13_17,NEUTRAL,MINION,Mark Moonwalker,TB,"Portals cost (1) less. 
<i>Does not count as a minion.</i>",2.0,1.0,2.0,LEGENDARY,,,,,,,,
LOE_047,NEUTRAL,MINION,Tomb Spider,LOE,<b>Battlecry: Discover</b> a Beast.,4.0,3.0,3.0,COMMON,1.0,"Less serious than its cousin, the Grave Spider.",BEAST,"Unlocked in Uldaman, in the League of Explorers adventure.","Crafting unlocked in Uldaman, in the League of Explorers adventure.",,,
OG_173a,NEUTRAL,MINION,The Ancient One,OG,,9.0,30.0,30.0,EPIC,,,,,,,,
EX1_400,WARRIOR,SPELL,Whirlwind,CORE,Deal $1 damage to ALL minions.,1.0,,,COMMON,1.0,"The way to tell seasoned warriors from novice ones: the novices yell ""wheeeee"" while whirlwinding.",,Unlocked at Level 6.,Unlocked at Level 32.,,,
KAR_069,ROGUE,MINION,Swashburglar,KARA,<b>Battlecry:</b> Add a random class card to your hand <i>(from your opponent's class).</i>,1.0,1.0,1.0,COMMON,1.0,"Was almost named ""Swashb-AAAARRHHH-gler""",PIRATE,"Unlocked in the Opera, in One Night in Karazhan.","Crafting unlocked in the Opera, in One Night in Karazhan.",,,
LOEA04_28b,NEUTRAL,SPELL,Wade Through,LOE,Gain a Mana Crystal,0.0,,,,,,,,,,,
CRED_04,NEUTRAL,MINION,Steven Gabriel,CREDITS,<b>Battlecry:</b> Summon a frothy beverage.,1.0,3.0,3.0,LEGENDARY,,,,,,,,
TB_FactionWar_Hero_Annoy_Update,NEUTRAL,HERO,Annoy-o-Tron Prime,TB,,,,30.0,,,,,,,,,
TB_SPT_DPromoSpellPortal2,NEUTRAL,SPELL,Stampede,TB,Summon 2 Hell Bovines. Give all Hell Bovines <b>Charge</b>.,4.0,,,,,,,,,,,
CFM_712_t24,NEUTRAL,MINION,Jade Golem,GANGS,,10.0,24.0,24.0,,,,,,,,,
CFM_712_t06,NEUTRAL,MINION,Jade Golem,GANGS,,6.0,6.0,6.0,,,,,,,,,
TB_FW_Mortar,NEUTRAL,MINION,Dwarf Demolitionist,TB,"Whenever you play a card, deal 1-4 damage to a random enemy.",1.0,1.0,5.0,,,,,,,,,
XXX_043,NEUTRAL,SPELL,Mill 30,CHEAT,Put 30 cards from a hero's deck into his graveyard.,0.0,,,COMMON,,,,,,,,
LOEA01_12,NEUTRAL,MINION,Tol'vir Hoplite,LOE,<b>Deathrattle:</b> Deal 5 damage to both heroes.,3.0,5.0,2.0,,,,,,,,,
EX1_609,HUNTER,SPELL,Snipe,EXPERT1,"<b>Secret:</b> After your opponent plays a minion, deal $4 damage to it.",2.0,,,COMMON,1.0,A great sniper hits the spot.  Just like a delicious flank of boar. Mmmmm.,,,,,,
CS2_080,ROGUE,WEAPON,Assassin's Blade,CORE,,5.0,3.0,,COMMON,1.0,Guaranteed to have been owned by a real assassin.   Certificate of authenticity included.,,Unlocked at Level 2.,Unlocked at Level 32.,,,4.0
CS2_017,DRUID,HERO_POWER,Shapeshift,CORE,"<b>Hero Power</b>
+1 Attack this turn.    +1 Armor.",2.0,,,FREE,,,,,,,,
EX1_016,NEUTRAL,MINION,Sylvanas Windrunner,EXPERT1,"<b>Deathrattle:</b> Take
control of a random
enemy minion.",6.0,5.0,5.0,LEGENDARY,1.0,"Sylvanas was turned into the Banshee Queen by Arthas, but he probably should have just killed her because it just pissed her off.",,,,,,
TB_CoOpv3_003,NEUTRAL,SPELL,Bamboozle,TB,Swap player's hands.,0.0,,,,,,,,,,,
CFM_621t11,NEUTRAL,SPELL,Lesser Potion,GANGS,Create a 1-Cost spell.,1.0,,,,,,,,,,,
TB_BRMA10_3H,DEATHKNIGHT,HERO_POWER,The Rookery,TB,"<b>Hero Power</b>
Give all Corrupted Eggs +1 Health, then summon one.",1.0,,,,,,,,,,,
CFM_626e,NEUTRAL,ENCHANTMENT,Fortitude,GANGS,+3 Health.,,,,,,,,,,,,
AT_027e,WARLOCK,ENCHANTMENT,Master Summoner,TGT,Costs (0).,,,,,,,,,,,,
NEW1_026t,NEUTRAL,MINION,Violet Apprentice,EXPERT1,,1.0,1.0,1.0,,,,,,,,,
CS2_056,WARLOCK,HERO_POWER,Life Tap,CORE,"<b>Hero Power</b>
Draw a card and take $2 damage.",2.0,,,FREE,,,,,,,,
AT_034e,ROGUE,ENCHANTMENT,Laced,TGT,Increased Attack.,,,,,,,,,,,,
Mekka3e,NEUTRAL,ENCHANTMENT,Emboldened!,PROMO,Increased Stats.,,,,,,,,,,,,
EX1_604o,WARRIOR,ENCHANTMENT,Berserk,EXPERT1,Increased Attack.,,,,,,,,,,,,
