card_id,action,cost
EX1_522,DISENCHANT_GOLDEN,400
OG_121,CRAFTING_NORMAL,1600
OG_121,CRAFTING_GOLDEN,3200
OG_121,DISENCHANT_NORMAL,400
OG_121,DISENCHANT_GOLDEN,1600
AT_122,CRAFTING_NORMAL,1600
AT_122,CRAFTING_GOLDEN,3200
AT_122,DISENCHANT_NORMAL,400
AT_122,DISENCHANT_GOLDEN,1600
OG_161,CRAFTING_NORMAL,100
OG_161,CRAFTING_GOLDEN,800
OG_161,DISENCHANT_NORMAL,20
OG_161,DISENCHANT_GOLDEN,100
CFM_060,CRAFTING_NORMAL,40
CFM_060,CRAFTING_GOLDEN,400
CFM_060,DISENCHANT_NORMAL,5
CFM_060,DISENCHANT_GOLDEN,50
GVG_013,CRAFTING_NORMAL,40
GVG_013,CRAFTING_GOLDEN,400
GVG_013,DISENCHANT_NORMAL,5
GVG_013,DISENCHANT_GOLDEN,50
EX1_301,CRAFTING_NORMAL,100
EX1_301,CRAFTING_GOLDEN,800
EX1_301,DISENCHANT_NORMAL,20
EX1_301,DISENCHANT_GOLDEN,100
AT_098,CRAFTING_NORMAL,400
AT_098,CRAFTING_GOLDEN,1600
AT_098,DISENCHANT_NORMAL,100
AT_098,DISENCHANT_GOLDEN,400
EX1_614,CRAFTING_NORMAL,1600
EX1_614,CRAFTING_GOLDEN,3200
EX1_614,DISENCHANT_NORMAL,400
EX1_614,DISENCHANT_GOLDEN,1600
AT_072,CRAFTING_NORMAL,1600
AT_072,CRAFTING_GOLDEN,3200
AT_072,DISENCHANT_NORMAL,400
AT_072,DISENCHANT_GOLDEN,1600
NAX13_05H,CRAFTING_NORMAL,1600
NAX13_05H,CRAFTING_GOLDEN,3200
NAX13_05H,DISENCHANT_NORMAL,400
NAX13_05H,DISENCHANT_GOLDEN,1600
GVG_039,CRAFTING_NORMAL,100
GVG_039,CRAFTING_GOLDEN,800
GVG_039,DISENCHANT_NORMAL,20
GVG_039,DISENCHANT_GOLDEN,100
BRM_027,CRAFTING_NORMAL,1600
BRM_027,CRAFTING_GOLDEN,3200
BRM_027,DISENCHANT_NORMAL,400
BRM_027,DISENCHANT_GOLDEN,1600
EX1_414,CRAFTING_NORMAL,1600
EX1_414,CRAFTING_GOLDEN,3200
EX1_414,DISENCHANT_NORMAL,400
EX1_414,DISENCHANT_GOLDEN,1600
CFM_634,CRAFTING_NORMAL,400
CFM_634,CRAFTING_GOLDEN,1600
CFM_634,DISENCHANT_NORMAL,100
CFM_634,DISENCHANT_GOLDEN,400
LOE_021,CRAFTING_NORMAL,40
LOE_021,CRAFTING_GOLDEN,400
LOE_021,DISENCHANT_NORMAL,5
LOE_021,DISENCHANT_GOLDEN,50
EX1_044,CRAFTING_NORMAL,100
EX1_044,CRAFTING_GOLDEN,800
EX1_044,DISENCHANT_NORMAL,20
EX1_044,DISENCHANT_GOLDEN,100
OG_339,CRAFTING_NORMAL,100
OG_339,CRAFTING_GOLDEN,800
OG_339,DISENCHANT_NORMAL,20
OG_339,DISENCHANT_GOLDEN,100
OG_116,CRAFTING_NORMAL,100
OG_116,CRAFTING_GOLDEN,800
OG_116,DISENCHANT_NORMAL,20
OG_116,DISENCHANT_GOLDEN,100
CFM_851,CRAFTING_NORMAL,40
CFM_851,CRAFTING_GOLDEN,400
CFM_851,DISENCHANT_NORMAL,5
CFM_851,DISENCHANT_GOLDEN,50
CFM_902,CRAFTING_NORMAL,1600
CFM_902,CRAFTING_GOLDEN,3200
CFM_902,DISENCHANT_NORMAL,400
CFM_902,DISENCHANT_GOLDEN,1600
AT_064,CRAFTING_NORMAL,40
AT_064,CRAFTING_GOLDEN,400
AT_064,DISENCHANT_NORMAL,5
AT_064,DISENCHANT_GOLDEN,50
GVG_085,CRAFTING_NORMAL,40
GVG_085,CRAFTING_GOLDEN,400
GVG_085,DISENCHANT_NORMAL,5
GVG_085,DISENCHANT_GOLDEN,50
CFM_808,CRAFTING_NORMAL,1600
CFM_808,CRAFTING_GOLDEN,3200
CFM_808,DISENCHANT_NORMAL,400
CFM_808,DISENCHANT_GOLDEN,1600
AT_074,CRAFTING_NORMAL,40
AT_074,CRAFTING_GOLDEN,400
AT_074,DISENCHANT_NORMAL,5
AT_074,DISENCHANT_GOLDEN,50
NEW1_019,CRAFTING_NORMAL,100
NEW1_019,CRAFTING_GOLDEN,800
NEW1_019,DISENCHANT_NORMAL,20
NEW1_019,DISENCHANT_GOLDEN,100
GVG_079,CRAFTING_NORMAL,40
GVG_079,CRAFTING_GOLDEN,400
GVG_079,DISENCHANT_NORMAL,5
GVG_079,DISENCHANT_GOLDEN,50
EX1_012,CRAFTING_NORMAL,1600
EX1_012,CRAFTING_GOLDEN,3200
EX1_012,DISENCHANT_NORMAL,400
EX1_012,DISENCHANT_GOLDEN,1600
OG_195,CRAFTING_NORMAL,400
OG_195,CRAFTING_GOLDEN,1600
OG_195,DISENCHANT_NORMAL,100
OG_195,DISENCHANT_GOLDEN,400
OG_309,CRAFTING_NORMAL,1600
OG_309,CRAFTING_GOLDEN,3200
OG_309,DISENCHANT_NORMAL,400
OG_309,DISENCHANT_GOLDEN,1600
OG_273,CRAFTING_NORMAL,40
OG_273,CRAFTING_GOLDEN,400
OG_273,DISENCHANT_NORMAL,5
OG_273,DISENCHANT_GOLDEN,50
AT_110,CRAFTING_NORMAL,100
AT_110,CRAFTING_GOLDEN,800
AT_110,DISENCHANT_NORMAL,20
AT_110,DISENCHANT_GOLDEN,100
LOE_115a,CRAFTING_NORMAL,40
LOE_115a,CRAFTING_GOLDEN,400
LOE_115a,DISENCHANT_NORMAL,5
LOE_115a,DISENCHANT_GOLDEN,50
OG_271,CRAFTING_NORMAL,400
OG_271,CRAFTING_GOLDEN,1600
OG_271,DISENCHANT_NORMAL,100
OG_271,DISENCHANT_GOLDEN,400
GVG_014,CRAFTING_NORMAL,1600
GVG_014,CRAFTING_GOLDEN,3200
GVG_014,DISENCHANT_NORMAL,400
GVG_014,DISENCHANT_GOLDEN,1600
EX1_245,CRAFTING_NORMAL,40
EX1_245,CRAFTING_GOLDEN,400
EX1_245,DISENCHANT_NORMAL,5
EX1_245,DISENCHANT_GOLDEN,50
OG_104,CRAFTING_NORMAL,400
OG_104,CRAFTING_GOLDEN,1600
OG_104,DISENCHANT_NORMAL,100
OG_104,DISENCHANT_GOLDEN,400
FP1_005,CRAFTING_NORMAL,400
FP1_005,CRAFTING_GOLDEN,1600
FP1_005,DISENCHANT_NORMAL,100
FP1_005,DISENCHANT_GOLDEN,400
NEW1_036,CRAFTING_NORMAL,100
NEW1_036,CRAFTING_GOLDEN,800
NEW1_036,DISENCHANT_NORMAL,20
NEW1_036,DISENCHANT_GOLDEN,100
CS2_161,CRAFTING_NORMAL,100
CS2_161,CRAFTING_GOLDEN,800
CS2_161,DISENCHANT_NORMAL,20
CS2_161,DISENCHANT_GOLDEN,100
AT_120,CRAFTING_NORMAL,400
AT_120,CRAFTING_GOLDEN,1600
AT_120,DISENCHANT_NORMAL,100
AT_120,DISENCHANT_GOLDEN,400
OG_080,CRAFTING_NORMAL,1600
OG_080,CRAFTING_GOLDEN,3200
OG_080,DISENCHANT_NORMAL,400
OG_080,DISENCHANT_GOLDEN,1600
BRM_025,CRAFTING_NORMAL,40
BRM_025,CRAFTING_GOLDEN,400
BRM_025,DISENCHANT_NORMAL,5
BRM_025,DISENCHANT_GOLDEN,50
NAX9_02H,CRAFTING_NORMAL,1600
NAX9_02H,CRAFTING_GOLDEN,3200
NAX9_02H,DISENCHANT_NORMAL,400
NAX9_02H,DISENCHANT_GOLDEN,1600
EX1_573,CRAFTING_NORMAL,1600
EX1_573,CRAFTING_GOLDEN,3200
EX1_573,DISENCHANT_NORMAL,400
EX1_573,DISENCHANT_GOLDEN,1600
AT_079,CRAFTING_NORMAL,400
AT_079,CRAFTING_GOLDEN,1600
AT_079,DISENCHANT_NORMAL,100
AT_079,DISENCHANT_GOLDEN,400
GVG_006,CRAFTING_NORMAL,40
GVG_006,CRAFTING_GOLDEN,400
GVG_006,DISENCHANT_NORMAL,5
GVG_006,DISENCHANT_GOLDEN,50
EX1_354,CRAFTING_NORMAL,400
EX1_354,CRAFTING_GOLDEN,1600
EX1_354,DISENCHANT_NORMAL,100
EX1_354,DISENCHANT_GOLDEN,400
AT_039,CRAFTING_NORMAL,100
AT_039,CRAFTING_GOLDEN,800
AT_039,DISENCHANT_NORMAL,20
AT_039,DISENCHANT_GOLDEN,100
EX1_531,CRAFTING_NORMAL,40
EX1_531,CRAFTING_GOLDEN,400
EX1_531,DISENCHANT_NORMAL,5
EX1_531,DISENCHANT_GOLDEN,50
FP1_020,CRAFTING_NORMAL,40
FP1_020,CRAFTING_GOLDEN,400
FP1_020,DISENCHANT_NORMAL,5
FP1_020,DISENCHANT_GOLDEN,50
LOEA16_18H,CRAFTING_NORMAL,1600
LOEA16_18H,CRAFTING_GOLDEN,3200
LOEA16_18H,DISENCHANT_NORMAL,400
LOEA16_18H,DISENCHANT_GOLDEN,1600
CFM_649,CRAFTING_NORMAL,100
CFM_649,CRAFTING_GOLDEN,800
CFM_649,DISENCHANT_NORMAL,20
CFM_649,DISENCHANT_GOLDEN,100
BRM_008,CRAFTING_NORMAL,100
BRM_008,CRAFTING_GOLDEN,800
BRM_008,DISENCHANT_NORMAL,20
BRM_008,DISENCHANT_GOLDEN,100
AT_015,CRAFTING_NORMAL,100
AT_015,CRAFTING_GOLDEN,800
AT_015,DISENCHANT_NORMAL,20
AT_015,DISENCHANT_GOLDEN,100
LOE_016,CRAFTING_NORMAL,40
LOE_016,CRAFTING_GOLDEN,400
LOE_016,DISENCHANT_NORMAL,5
LOE_016,DISENCHANT_GOLDEN,50
OG_280,CRAFTING_NORMAL,1600
OG_280,CRAFTING_GOLDEN,3200
OG_280,DISENCHANT_NORMAL,400
OG_280,DISENCHANT_GOLDEN,1600
EX1_248,CRAFTING_NORMAL,100
EX1_248,CRAFTING_GOLDEN,800
EX1_248,DISENCHANT_NORMAL,20
EX1_248,DISENCHANT_GOLDEN,100
GVG_023,CRAFTING_NORMAL,40
GVG_023,CRAFTING_GOLDEN,400
GVG_023,DISENCHANT_NORMAL,5
GVG_023,DISENCHANT_GOLDEN,50
EX1_623,CRAFTING_NORMAL,40
EX1_623,CRAFTING_GOLDEN,400
EX1_623,DISENCHANT_NORMAL,5
EX1_623,DISENCHANT_GOLDEN,50
BRM_015,CRAFTING_NORMAL,100
BRM_015,CRAFTING_GOLDEN,800
BRM_015,DISENCHANT_NORMAL,20
BRM_015,DISENCHANT_GOLDEN,100
OG_315,CRAFTING_NORMAL,100
OG_315,CRAFTING_GOLDEN,800
OG_315,DISENCHANT_NORMAL,20
OG_315,DISENCHANT_GOLDEN,100
OG_195b,CRAFTING_NORMAL,400
OG_195b,CRAFTING_GOLDEN,1600
OG_195b,DISENCHANT_NORMAL,100
OG_195b,DISENCHANT_GOLDEN,400
CFM_671,CRAFTING_NORMAL,40
CFM_671,CRAFTING_GOLDEN,400
CFM_671,DISENCHANT_NORMAL,5
CFM_671,DISENCHANT_GOLDEN,50
AT_017,CRAFTING_NORMAL,400
AT_017,CRAFTING_GOLDEN,1600
AT_017,DISENCHANT_NORMAL,100
AT_017,DISENCHANT_GOLDEN,400
GVG_035,CRAFTING_NORMAL,1600
GVG_035,CRAFTING_GOLDEN,3200
GVG_035,DISENCHANT_NORMAL,400
GVG_035,DISENCHANT_GOLDEN,1600
LOE_003,CRAFTING_NORMAL,40
LOE_003,CRAFTING_GOLDEN,400
LOE_003,DISENCHANT_NORMAL,5
LOE_003,DISENCHANT_GOLDEN,50
OG_284,CRAFTING_NORMAL,40
OG_284,CRAFTING_GOLDEN,400
OG_284,DISENCHANT_NORMAL,5
OG_284,DISENCHANT_GOLDEN,50
EX1_611,CRAFTING_NORMAL,40
EX1_611,CRAFTING_GOLDEN,400
EX1_611,DISENCHANT_NORMAL,5
EX1_611,DISENCHANT_GOLDEN,50
OG_340,CRAFTING_NORMAL,1600
OG_340,CRAFTING_GOLDEN,3200
OG_340,DISENCHANT_NORMAL,400
OG_340,DISENCHANT_GOLDEN,1600
OG_323,CRAFTING_NORMAL,40
OG_323,CRAFTING_GOLDEN,400
OG_323,DISENCHANT_NORMAL,5
OG_323,DISENCHANT_GOLDEN,50
GVG_031,CRAFTING_NORMAL,100
GVG_031,CRAFTING_GOLDEN,800
GVG_031,DISENCHANT_NORMAL,20
GVG_031,DISENCHANT_GOLDEN,100
EX1_558,CRAFTING_NORMAL,1600
EX1_558,CRAFTING_GOLDEN,3200
EX1_558,DISENCHANT_NORMAL,400
EX1_558,DISENCHANT_GOLDEN,1600
EX1_116,CRAFTING_NORMAL,1600
EX1_116,CRAFTING_GOLDEN,3200
EX1_116,DISENCHANT_NORMAL,400
EX1_116,DISENCHANT_GOLDEN,1600
AT_114,CRAFTING_NORMAL,40
AT_114,CRAFTING_GOLDEN,400
AT_114,DISENCHANT_NORMAL,5
AT_114,DISENCHANT_GOLDEN,50
AT_021,CRAFTING_NORMAL,100
AT_021,CRAFTING_GOLDEN,800
AT_021,DISENCHANT_NORMAL,20
AT_021,DISENCHANT_GOLDEN,100
BRM_014,CRAFTING_NORMAL,100
BRM_014,CRAFTING_GOLDEN,800
BRM_014,DISENCHANT_NORMAL,20
BRM_014,DISENCHANT_GOLDEN,100
EX1_002,CRAFTING_NORMAL,1600
EX1_002,CRAFTING_GOLDEN,3200
EX1_002,DISENCHANT_NORMAL,400
EX1_002,DISENCHANT_GOLDEN,1600
BRM_007,CRAFTING_NORMAL,40
BRM_007,CRAFTING_GOLDEN,400
BRM_007,DISENCHANT_NORMAL,5
BRM_007,DISENCHANT_GOLDEN,50
EX1_612,CRAFTING_NORMAL,100
EX1_612,CRAFTING_GOLDEN,800
EX1_612,DISENCHANT_NORMAL,20
EX1_612,DISENCHANT_GOLDEN,100
FP1_007t,CRAFTING_NORMAL,100
FP1_007t,CRAFTING_GOLDEN,800
FP1_007t,DISENCHANT_NORMAL,20
FP1_007t,DISENCHANT_GOLDEN,100
EX1_020,CRAFTING_NORMAL,40
EX1_020,CRAFTING_GOLDEN,400
EX1_020,DISENCHANT_NORMAL,5
EX1_020,DISENCHANT_GOLDEN,50
GVG_062,CRAFTING_NORMAL,100
GVG_062,CRAFTING_GOLDEN,800
GVG_062,DISENCHANT_NORMAL,20
GVG_062,DISENCHANT_GOLDEN,100
KAR_710,CRAFTING_NORMAL,40
KAR_710,CRAFTING_GOLDEN,400
KAR_710,DISENCHANT_NORMAL,5
KAR_710,DISENCHANT_GOLDEN,50
OG_044c,CRAFTING_NORMAL,40
OG_044c,CRAFTING_GOLDEN,400
OG_044c,DISENCHANT_NORMAL,5
OG_044c,DISENCHANT_GOLDEN,50
KAR_711,CRAFTING_NORMAL,400
KAR_711,CRAFTING_GOLDEN,1600
KAR_711,DISENCHANT_NORMAL,100
KAR_711,DISENCHANT_GOLDEN,400
OG_239,CRAFTING_NORMAL,400
OG_239,CRAFTING_GOLDEN,1600
OG_239,DISENCHANT_NORMAL,100
OG_239,DISENCHANT_GOLDEN,400
OG_247,CRAFTING_NORMAL,40
OG_247,CRAFTING_GOLDEN,400
OG_247,DISENCHANT_NORMAL,5
OG_247,DISENCHANT_GOLDEN,50
EX1_320,CRAFTING_NORMAL,400
EX1_320,CRAFTING_GOLDEN,1600
EX1_320,DISENCHANT_NORMAL,100
EX1_320,DISENCHANT_GOLDEN,400
AT_103,CRAFTING_NORMAL,40
AT_103,CRAFTING_GOLDEN,400
AT_103,DISENCHANT_NORMAL,5
AT_103,DISENCHANT_GOLDEN,50
KAR_009,CRAFTING_NORMAL,100
KAR_009,CRAFTING_GOLDEN,800
KAR_009,DISENCHANT_NORMAL,20
KAR_009,DISENCHANT_GOLDEN,100
EX1_166,CRAFTING_NORMAL,100
EX1_166,CRAFTING_GOLDEN,800
EX1_166,DISENCHANT_NORMAL,20
EX1_166,DISENCHANT_GOLDEN,100
LOEA16_26H,CRAFTING_NORMAL,1600
LOEA16_26H,CRAFTING_GOLDEN,3200
LOEA16_26H,DISENCHANT_NORMAL,400
LOEA16_26H,DISENCHANT_GOLDEN,1600
LOE_089,CRAFTING_NORMAL,100
LOE_089,CRAFTING_GOLDEN,800
LOE_089,DISENCHANT_NORMAL,20
LOE_089,DISENCHANT_GOLDEN,100
CFM_716,CRAFTING_NORMAL,400
CFM_716,CRAFTING_GOLDEN,1600
CFM_716,DISENCHANT_NORMAL,100
CFM_716,DISENCHANT_GOLDEN,400
OG_102,CRAFTING_NORMAL,400
OG_102,CRAFTING_GOLDEN,1600
OG_102,DISENCHANT_NORMAL,100
OG_102,DISENCHANT_GOLDEN,400
CS2_146,CRAFTING_NORMAL,40
CS2_146,CRAFTING_GOLDEN,400
CS2_146,DISENCHANT_NORMAL,5
CS2_146,DISENCHANT_GOLDEN,50
OG_123,CRAFTING_NORMAL,1600
OG_123,CRAFTING_GOLDEN,3200
OG_123,DISENCHANT_NORMAL,400
OG_123,DISENCHANT_GOLDEN,1600
LOE_113,CRAFTING_NORMAL,100
LOE_113,CRAFTING_GOLDEN,800
LOE_113,DISENCHANT_NORMAL,20
LOE_113,DISENCHANT_GOLDEN,100
AT_119,CRAFTING_NORMAL,40
AT_119,CRAFTING_GOLDEN,400
AT_119,DISENCHANT_NORMAL,5
AT_119,DISENCHANT_GOLDEN,50
EX1_128,CRAFTING_NORMAL,40
EX1_128,CRAFTING_GOLDEN,400
EX1_128,DISENCHANT_NORMAL,5
EX1_128,DISENCHANT_GOLDEN,50
GVG_054,CRAFTING_NORMAL,40
GVG_054,CRAFTING_GOLDEN,400
GVG_054,DISENCHANT_NORMAL,5
GVG_054,DISENCHANT_GOLDEN,50
EX1_365,CRAFTING_NORMAL,100
EX1_365,CRAFTING_GOLDEN,800
EX1_365,DISENCHANT_NORMAL,20
EX1_365,DISENCHANT_GOLDEN,100
AT_053,CRAFTING_NORMAL,40
AT_053,CRAFTING_GOLDEN,400
AT_053,DISENCHANT_NORMAL,5
AT_053,DISENCHANT_GOLDEN,50
GVG_003,CRAFTING_NORMAL,100
GVG_003,CRAFTING_GOLDEN,800
GVG_003,DISENCHANT_NORMAL,20
GVG_003,DISENCHANT_GOLDEN,100
BRM_019,CRAFTING_NORMAL,100
BRM_019,CRAFTING_GOLDEN,800
BRM_019,DISENCHANT_NORMAL,20
BRM_019,DISENCHANT_GOLDEN,100
KAR_033,CRAFTING_NORMAL,100
KAR_033,CRAFTING_GOLDEN,800
KAR_033,DISENCHANT_NORMAL,20
KAR_033,DISENCHANT_GOLDEN,100
EX1_059,CRAFTING_NORMAL,100
EX1_059,CRAFTING_GOLDEN,800
EX1_059,DISENCHANT_NORMAL,20
EX1_059,DISENCHANT_GOLDEN,100
EX1_303,CRAFTING_NORMAL,100
EX1_303,CRAFTING_GOLDEN,800
EX1_303,DISENCHANT_NORMAL,20
EX1_303,DISENCHANT_GOLDEN,100
AT_109,CRAFTING_NORMAL,100
AT_109,CRAFTING_GOLDEN,800
AT_109,DISENCHANT_NORMAL,20
AT_109,DISENCHANT_GOLDEN,100
EX1_412,CRAFTING_NORMAL,40
EX1_412,CRAFTING_GOLDEN,400
EX1_412,DISENCHANT_NORMAL,5
EX1_412,DISENCHANT_GOLDEN,50
BRM_026,CRAFTING_NORMAL,40
BRM_026,CRAFTING_GOLDEN,400
BRM_026,DISENCHANT_NORMAL,5
BRM_026,DISENCHANT_GOLDEN,50
OG_100,CRAFTING_NORMAL,100
OG_100,CRAFTING_GOLDEN,800
OG_100,DISENCHANT_NORMAL,20
OG_100,DISENCHANT_GOLDEN,100
EX1_045,CRAFTING_NORMAL,100
EX1_045,CRAFTING_GOLDEN,800
EX1_045,DISENCHANT_NORMAL,20
EX1_045,DISENCHANT_GOLDEN,100
OG_207,CRAFTING_NORMAL,40
OG_207,CRAFTING_GOLDEN,400
OG_207,DISENCHANT_NORMAL,5
OG_207,DISENCHANT_GOLDEN,50
NEW1_007,CRAFTING_NORMAL,100
NEW1_007,CRAFTING_GOLDEN,800
NEW1_007,DISENCHANT_NORMAL,20
NEW1_007,DISENCHANT_GOLDEN,100
EX1_544,CRAFTING_NORMAL,100
EX1_544,CRAFTING_GOLDEN,800
EX1_544,DISENCHANT_NORMAL,20
EX1_544,DISENCHANT_GOLDEN,100
LOE_073,CRAFTING_NORMAL,40
LOE_073,CRAFTING_GOLDEN,400
LOE_073,DISENCHANT_NORMAL,5
LOE_073,DISENCHANT_GOLDEN,50
KAR_057,CRAFTING_NORMAL,100
KAR_057,CRAFTING_GOLDEN,800
KAR_057,DISENCHANT_NORMAL,20
KAR_057,DISENCHANT_GOLDEN,100
EX1_251,CRAFTING_NORMAL,40
EX1_251,CRAFTING_GOLDEN,400
EX1_251,DISENCHANT_NORMAL,5
EX1_251,DISENCHANT_GOLDEN,50
EX1_tk28,CRAFTING_NORMAL,40
EX1_tk28,CRAFTING_GOLDEN,400
EX1_tk28,DISENCHANT_NORMAL,5
EX1_tk28,DISENCHANT_GOLDEN,50
AT_088,CRAFTING_NORMAL,100
AT_088,CRAFTING_GOLDEN,800
AT_088,DISENCHANT_NORMAL,20
AT_088,DISENCHANT_GOLDEN,100
OG_328,CRAFTING_NORMAL,100
OG_328,CRAFTING_GOLDEN,800
OG_328,DISENCHANT_NORMAL,20
OG_328,DISENCHANT_GOLDEN,100
GVG_053,CRAFTING_NORMAL,100
GVG_053,CRAFTING_GOLDEN,800
GVG_053,DISENCHANT_NORMAL,20
GVG_053,DISENCHANT_GOLDEN,100
EX1_549,CRAFTING_NORMAL,400
EX1_549,CRAFTING_GOLDEN,1600
EX1_549,DISENCHANT_NORMAL,100
EX1_549,DISENCHANT_GOLDEN,400
OG_085,CRAFTING_NORMAL,100
OG_085,CRAFTING_GOLDEN,800
OG_085,DISENCHANT_NORMAL,20
OG_085,DISENCHANT_GOLDEN,100
CS2_233,CRAFTING_NORMAL,100
CS2_233,CRAFTING_GOLDEN,800
CS2_233,DISENCHANT_NORMAL,20
CS2_233,DISENCHANT_GOLDEN,100
OG_291,CRAFTING_NORMAL,400
OG_291,CRAFTING_GOLDEN,1600
OG_291,DISENCHANT_NORMAL,100
OG_291,DISENCHANT_GOLDEN,400
OG_162,CRAFTING_NORMAL,100
OG_162,CRAFTING_GOLDEN,800
OG_162,DISENCHANT_NORMAL,20
OG_162,DISENCHANT_GOLDEN,100
OG_131,CRAFTING_NORMAL,1600
OG_131,CRAFTING_GOLDEN,3200
OG_131,DISENCHANT_NORMAL,400
OG_131,DISENCHANT_GOLDEN,1600
LOEA16_21H,CRAFTING_NORMAL,1600
LOEA16_21H,CRAFTING_GOLDEN,3200
LOEA16_21H,DISENCHANT_NORMAL,400
LOEA16_21H,DISENCHANT_GOLDEN,1600
NEW1_018,CRAFTING_NORMAL,40
NEW1_018,CRAFTING_GOLDEN,400
NEW1_018,DISENCHANT_NORMAL,5
NEW1_018,DISENCHANT_GOLDEN,50
OG_330,CRAFTING_NORMAL,100
OG_330,CRAFTING_GOLDEN,800
OG_330,DISENCHANT_NORMAL,20
OG_330,DISENCHANT_GOLDEN,100
FP1_027,CRAFTING_NORMAL,40
FP1_027,CRAFTING_GOLDEN,400
FP1_027,DISENCHANT_NORMAL,5
FP1_027,DISENCHANT_GOLDEN,50
GVG_118,CRAFTING_NORMAL,1600
GVG_118,CRAFTING_GOLDEN,3200
GVG_118,DISENCHANT_NORMAL,400
GVG_118,DISENCHANT_GOLDEN,1600
FP1_015,CRAFTING_NORMAL,1600
FP1_015,CRAFTING_GOLDEN,3200
FP1_015,DISENCHANT_NORMAL,400
FP1_015,DISENCHANT_GOLDEN,1600
OG_327,CRAFTING_NORMAL,40
OG_327,CRAFTING_GOLDEN,400
OG_327,DISENCHANT_NORMAL,5
OG_327,DISENCHANT_GOLDEN,50
EX1_076,CRAFTING_NORMAL,100
EX1_076,CRAFTING_GOLDEN,800
EX1_076,DISENCHANT_NORMAL,20
EX1_076,DISENCHANT_GOLDEN,100
EX1_007,CRAFTING_NORMAL,40
EX1_007,CRAFTING_GOLDEN,400
EX1_007,DISENCHANT_NORMAL,5
EX1_007,DISENCHANT_GOLDEN,50
EX1_097,CRAFTING_NORMAL,100
EX1_097,CRAFTING_GOLDEN,800
EX1_097,DISENCHANT_NORMAL,20
EX1_097,DISENCHANT_GOLDEN,100
FP1_007,CRAFTING_NORMAL,100
FP1_007,CRAFTING_GOLDEN,800
FP1_007,DISENCHANT_NORMAL,20
FP1_007,DISENCHANT_GOLDEN,100
OG_073,CRAFTING_NORMAL,100
OG_073,CRAFTING_GOLDEN,800
OG_073,DISENCHANT_NORMAL,20
OG_073,DISENCHANT_GOLDEN,100
OG_090,CRAFTING_NORMAL,400
OG_090,CRAFTING_GOLDEN,1600
OG_090,DISENCHANT_NORMAL,100
OG_090,DISENCHANT_GOLDEN,400
OG_279,CRAFTING_NORMAL,1600
OG_279,CRAFTING_GOLDEN,3200
OG_279,DISENCHANT_NORMAL,400
OG_279,DISENCHANT_GOLDEN,1600
BRM_011,CRAFTING_NORMAL,100
BRM_011,CRAFTING_GOLDEN,800
BRM_011,DISENCHANT_NORMAL,20
BRM_011,DISENCHANT_GOLDEN,100
EX1_591,CRAFTING_NORMAL,100
EX1_591,CRAFTING_GOLDEN,800
EX1_591,DISENCHANT_NORMAL,20
EX1_591,DISENCHANT_GOLDEN,100
GVG_110,CRAFTING_NORMAL,1600
GVG_110,CRAFTING_GOLDEN,3200
GVG_110,DISENCHANT_NORMAL,400
GVG_110,DISENCHANT_GOLDEN,1600
CFM_610,CRAFTING_NORMAL,40
CFM_610,CRAFTING_GOLDEN,400
CFM_610,DISENCHANT_NORMAL,5
CFM_610,DISENCHANT_GOLDEN,50
EX1_595,CRAFTING_NORMAL,40
EX1_595,CRAFTING_GOLDEN,400
EX1_595,DISENCHANT_NORMAL,5
EX1_595,DISENCHANT_GOLDEN,50
AT_041,CRAFTING_NORMAL,100
AT_041,CRAFTING_GOLDEN,800
AT_041,DISENCHANT_NORMAL,20
AT_041,DISENCHANT_GOLDEN,100
tt_010,CRAFTING_NORMAL,400
tt_010,CRAFTING_GOLDEN,1600
tt_010,DISENCHANT_NORMAL,100
tt_010,DISENCHANT_GOLDEN,400
LOEA16_27,CRAFTING_NORMAL,1600
LOEA16_27,CRAFTING_GOLDEN,3200
LOEA16_27,DISENCHANT_NORMAL,400
LOEA16_27,DISENCHANT_GOLDEN,1600
NEW1_030,CRAFTING_NORMAL,1600
NEW1_030,CRAFTING_GOLDEN,3200
NEW1_030,DISENCHANT_NORMAL,400
NEW1_030,DISENCHANT_GOLDEN,1600
GVG_001,CRAFTING_NORMAL,40
GVG_001,CRAFTING_GOLDEN,400
GVG_001,DISENCHANT_NORMAL,5
GVG_001,DISENCHANT_GOLDEN,50
NEW1_010,CRAFTING_NORMAL,1600
NEW1_010,CRAFTING_GOLDEN,3200
NEW1_010,DISENCHANT_NORMAL,400
NEW1_010,DISENCHANT_GOLDEN,1600
GVG_040,CRAFTING_NORMAL,400
GVG_040,CRAFTING_GOLDEN,1600
GVG_040,DISENCHANT_NORMAL,100
GVG_040,DISENCHANT_GOLDEN,400
FP1_031,CRAFTING_NORMAL,1600
FP1_031,CRAFTING_GOLDEN,3200
FP1_031,DISENCHANT_NORMAL,400
FP1_031,DISENCHANT_GOLDEN,1600
CFM_333,CRAFTING_NORMAL,1600
CFM_333,CRAFTING_GOLDEN,3200
CFM_333,DISENCHANT_NORMAL,400
CFM_333,DISENCHANT_GOLDEN,1600
OG_334,CRAFTING_NORMAL,40
OG_334,CRAFTING_GOLDEN,400
OG_334,DISENCHANT_NORMAL,5
OG_334,DISENCHANT_GOLDEN,50
EX1_355,CRAFTING_NORMAL,100
EX1_355,CRAFTING_GOLDEN,800
